@relation testset

@attribute apk_size numeric
@attribute dex_size numeric
@attribute min_andrversion numeric
@attribute max_andrversion numeric
@attribute target_andrversion numeric
@attribute installLocation numeric
@attribute security {-1,0}
@attribute methodCount numeric
@attribute classCount numeric
@attribute crypto_count numeric
@attribute dynCode_count numeric
@attribute native_count numeric
@attribute reflect_count numeric
@attribute sendSMS {1,0}
@attribute deleteSMS {1,0}
@attribute interruptSMS {1,0}
@attribute httpPost {1,0}
@attribute deviceId {1,0}
@attribute simCountry {1,0}
@attribute installedPkg {1,0}
@attribute loadOtherCode {1,0}
@attribute subprocess {1,0}
@attribute executeOtherCode {1,0}
@attribute jni {1,0}
@attribute unix {1,0}
@attribute buttonCount numeric
@attribute TextViewCount numeric
@attribute EditViewCount numeric
@attribute ImageButtonCount numeric
@attribute CheckBoxCount numeric
@attribute RadioGroupCount numeric
@attribute RadioButtonCount numeric
@attribute ToastCount numeric
@attribute SpinnerCount numeric
@attribute ListViewCount numeric
@attribute fileCount numeric
@attribute INTERNET {1,0}
@attribute SET_DEBUG_APP {1,0}
@attribute MODIFY_PHONE_STATE {1,0}
@attribute RECORD_AUDIO {1,0}
@attribute RECEIVE_BOOT_COMPLETED {1,0}
@attribute RECEIVE_MMS {1,0}
@attribute RECEIVE_SMS {1,0}
@attribute RECEIVE_WAP_PUSH {1,0}
@attribute SEND_SMS {1,0}
@attribute CALL_PHONE {1,0}
@attribute CALL_PRIVILEGED {1,0}
@attribute PROCESS_OUTGOING_CALLS {1,0}
@attribute READ_CALL_LOG {1,0}
@attribute READ_EXTERNAL_STORAGE {1,0}
@attribute READ_LOGS {1,0}
@attribute ACCESS_COARSE_LOCATION {1,0}
@attribute ACCESS_FINE_LOCATION {1,0}
@attribute BLUETOOTH {1,0}
@attribute CAMERA {1,0}
@attribute INSTALL_PACKAGES {1,0}
@attribute NFC {1,0}
@attribute READ_CONTACTS {1,0}
@attribute permissionCount numeric
@attribute activityCount numeric
@attribute serviceCount numeric
@attribute receiverCount numeric
@attribute providerCount numeric
@attribute exportedCount numeric
@attribute hPictureCount numeric
@attribute mPictureCount numeric
@attribute lPictureCount numeric
@attribute xPictureCount numeric
@attribute totalCount numeric

@data
29501270,6947996,14,0,22,0,0,32433,5089,0,0,438,385,0,0,0,1,1,0,1,0,1,0,1,0,68,711,0,4,12,2,4,0,4,24,3630,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,168,10,6,1,4,148,41,0,1229,1418
802984,915816,4,0,8,0,0,4654,652,0,0,159,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,1,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,6,3,0,0,174,5,1,0,180
12601,6028,1,0,0,0,0,12,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18027,14724,0,0,0,0,0,44,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0
17053707,7301872,18,0,23,0,0,48295,7357,0,0,666,107,0,0,0,1,1,1,1,0,1,0,1,0,20,376,0,6,3,0,3,0,1,14,1440,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,121,10,8,0,1,47,41,1,83,172
81196,118956,3,0,0,0,0,459,88,0,0,19,0,0,0,0,1,1,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0
1922666,2095632,15,0,19,0,0,13651,1874,0,0,162,40,0,0,0,1,1,0,0,0,1,0,0,0,11,50,0,5,4,0,1,0,0,5,620,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,2,1,0,1,105,118,0,105,328
16658575,8440668,7,0,23,0,0,45372,7753,0,0,892,85,1,0,1,1,1,0,1,0,1,0,1,0,121,384,0,35,20,2,3,0,3,24,3035,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,69,16,11,2,2,1225,14,5,372,1616
2660104,862168,7,0,0,0,0,4555,719,0,0,89,0,0,0,0,1,1,0,1,0,1,0,0,0,10,45,0,2,0,0,0,0,2,4,389,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,3,1,0,0,91,91,91,0,273
883673,313028,4,0,7,0,0,1427,245,0,0,26,1,0,0,0,1,1,1,0,0,1,0,0,0,16,48,0,1,2,0,2,0,2,0,124,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,2,3,0,0,1,1,1,0,3
213748,72060,3,0,4,0,0,253,84,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,1,0,0,0,0,0
3557274,3522068,9,0,17,0,0,22822,3504,0,0,406,62,0,0,0,1,1,0,1,0,0,0,1,0,47,132,0,12,10,1,0,0,3,9,622,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,10,5,4,10,1,23,1,1,224,249
15088509,8789436,15,0,23,0,0,53667,7469,0,0,488,227,0,0,0,1,1,0,1,0,1,0,1,0,11,506,0,4,4,8,5,0,4,41,1275,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,0,1,0,4,146,84,0,176,406
16602983,6619320,14,0,23,0,0,37709,5986,0,0,1187,157,1,0,0,1,1,1,1,0,1,0,1,0,28,699,0,17,3,0,1,0,1,22,2041,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,86,5,6,0,4,47,47,0,643,737
24565428,5543124,14,0,14,0,0,35071,5246,0,0,684,71,1,0,0,1,1,0,1,0,1,0,1,0,34,553,0,47,25,5,16,0,0,26,3110,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,111,11,5,0,1,941,33,0,1073,2047
37889503,6431224,15,0,23,0,0,30403,5597,0,0,360,99,0,0,0,1,0,0,0,0,1,0,1,0,14,70,0,16,7,1,3,0,3,14,1512,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,16,20,14,9,1,258,98,0,258,614
693967,824944,4,0,0,0,0,3157,545,0,0,81,2,0,0,0,1,1,0,1,0,1,0,0,0,13,15,0,2,1,0,0,0,2,5,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,8,0,0,0,0,17,13,1,0,31
24471164,8435676,15,0,23,0,0,54267,9256,0,0,441,270,0,0,0,1,0,0,1,0,1,0,1,0,13,194,0,14,2,1,3,0,5,12,1503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9,4,1,0,205,205,1,205,616
18723934,5180172,12,0,22,0,0,118,5,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,97,11,11,1,1,117,41,0,328,486
15754283,4342184,7,0,23,0,0,19668,2549,0,0,481,160,1,0,0,1,1,1,1,0,1,0,1,0,7,26,0,0,1,0,0,0,0,1,121,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,5,9,0,2,1,3,0,6,10
52974,36500,3,0,0,0,0,162,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,3
7098371,5864328,14,0,19,0,0,44793,6156,0,0,640,157,1,0,0,1,1,0,1,0,1,0,1,0,14,196,0,2,1,0,1,0,1,18,1244,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,47,7,6,1,22,39,39,4,417,499
869149,522516,7,0,17,0,0,2179,487,0,0,63,8,0,0,0,1,1,0,0,0,1,0,1,0,1,11,0,1,0,0,0,0,0,0,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,9,9,8,7,33
10651471,5657360,16,0,23,0,0,47,5,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,994,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,63,11,7,2,3,59,49,0,50,158
4400936,2625016,15,0,21,0,0,18496,3550,0,0,121,58,0,0,0,1,0,0,0,0,0,0,1,0,7,45,0,3,32,0,3,0,30,9,1334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22,2,1,0,0,373,76,1,260,710
33152642,10088776,14,0,21,0,0,143,5,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2797,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,104,12,9,1,2,285,53,0,523,861
498701,63512,7,0,0,0,0,229,56,0,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0
4836251,2291664,7,0,0,0,0,11648,2105,0,0,583,0,0,0,0,1,1,0,0,0,0,0,1,0,17,18,0,19,2,1,1,0,2,6,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,77,0,0,0,77
1532182,2748652,4,0,17,0,0,14748,1950,0,0,391,115,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,2,4
3181620,4911628,9,0,23,0,0,28554,4369,0,0,328,103,0,0,0,1,0,0,0,0,1,0,0,0,8,52,0,3,19,0,4,0,5,12,856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,1,0,109,108,0,83,300
113081,161584,3,0,0,0,0,592,97,0,0,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0
2374082,2573216,14,0,23,0,0,22724,2922,0,0,276,48,0,0,0,1,1,0,1,0,0,0,0,0,5,141,0,7,7,0,3,0,0,10,583,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,18,1,3,2,0,11,11,0,10,32
17993978,8414460,11,0,21,0,0,51463,7865,0,0,1305,146,0,0,0,1,1,1,1,0,1,0,1,0,15,361,0,11,4,1,3,0,0,17,2138,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,115,12,12,3,2,53,17,3,1218,1291
10866532,5005732,15,0,22,0,0,38,5,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,45,3,2,1,1,214,59,6,104,383
569623,222604,3,0,0,0,0,969,127,0,0,28,11,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,3,0,0,0,0,0,0,0
2418015,1178548,8,0,10,0,0,7021,1174,0,0,147,9,1,0,0,1,1,0,1,0,0,0,1,0,31,138,0,4,3,0,0,0,0,8,497,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,36,1,5,2,9,349,10,1,1,361
25176626,10420104,8,0,0,0,0,44636,6549,0,0,2187,216,0,0,0,1,1,1,1,0,1,0,1,0,64,325,0,12,22,3,2,0,0,5,5988,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,432,22,17,1,11,0,0,0,0,0
1528281,259832,7,0,0,0,0,1035,161,0,0,31,1,0,0,0,1,1,0,1,0,1,0,0,0,2,15,0,2,1,0,0,0,2,2,165,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,0,2,0,0,90,0,0,0,90
2791363,1951856,3,0,4,0,0,8459,1356,0,0,187,31,0,0,0,1,1,0,1,0,1,0,0,0,12,45,0,7,1,0,0,0,2,2,378,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,30,3,2,0,0,97,95,2,0,194
11298,4692,8,0,21,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
734007,109924,7,0,0,0,0,452,91,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,5,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,18,8,4,0,30
2372584,2511572,14,0,21,0,0,15500,2222,0,0,193,68,0,0,0,1,1,0,1,0,1,0,1,0,34,91,0,4,21,2,2,0,0,8,458,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,5,1,0,0,40,40,0,86,166
15170668,7969520,14,0,16,0,0,50786,6900,0,0,563,148,0,0,0,1,1,0,1,0,0,0,1,0,66,463,0,44,3,8,11,0,4,87,1711,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,171,6,3,0,0,236,11,1,282,530
25987586,9382248,15,0,23,0,0,54183,8549,0,0,329,116,0,0,0,1,1,1,0,0,1,0,0,0,55,258,0,15,2,0,4,0,5,13,4048,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,60,18,12,2,0,594,616,24,607,1841
4987490,2979712,8,0,19,0,0,21587,3125,0,0,389,75,1,0,0,1,1,0,1,0,0,0,1,0,35,247,0,31,21,0,0,0,0,25,990,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,46,4,1,0,2,24,1,0,503,528
6896595,5811868,7,0,0,0,0,35411,5119,0,0,765,237,0,0,0,1,1,1,1,0,1,0,1,0,57,93,0,8,0,0,0,0,1,12,825,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,55,11,4,1,2,151,7,2,5,165
3769007,1784652,8,0,17,0,0,9660,1177,0,0,137,58,0,0,0,1,1,0,1,0,1,0,1,0,2,31,0,1,2,1,1,0,0,1,658,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,23,8,8,1,0,222,181,2,69,474
26229179,8189768,9,0,23,0,0,48912,6347,0,0,663,150,0,0,0,1,1,0,1,0,1,0,1,0,165,991,0,6,21,11,4,0,1,56,3235,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,256,19,9,1,5,432,47,4,838,1321
2278050,2691296,14,0,19,0,0,13803,2390,0,0,181,55,1,0,0,1,1,1,1,0,0,0,1,0,19,50,0,1,5,0,0,0,10,7,364,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,5,1,0,54,54,11,60,179
11589174,5222036,9,0,21,0,0,95,5,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1571,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,118,10,7,0,3,7,2,5,810,824
42425195,5558516,13,0,16,0,0,154,5,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2254,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,143,7,10,1,3,261,24,0,512,797
42872211,8941656,14,0,23,0,0,43658,7854,0,0,1149,356,0,0,0,1,1,0,1,0,1,0,1,0,62,546,0,26,39,2,5,0,0,20,10304,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,98,16,12,1,1,3542,44,19,3197,6802
10933166,5971736,15,0,19,0,0,37269,6724,0,0,846,274,0,0,0,1,1,1,1,0,1,0,1,0,43,360,0,4,8,0,1,0,1,16,2070,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,98,9,7,2,2,67,47,0,113,227
4675543,5792896,8,0,18,0,0,35269,5048,0,0,585,105,0,0,0,1,1,0,1,0,1,0,1,0,92,412,0,21,3,0,3,0,0,12,1066,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,78,6,5,0,17,298,12,0,278,588
2410164,2153152,9,0,22,0,0,10729,2039,0,0,64,73,0,0,0,1,0,0,0,0,1,0,0,0,4,23,0,3,2,0,1,0,1,6,520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,76,39,8,58,181
659537,1153768,3,0,4,0,0,5774,616,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
580440,915108,3,0,0,0,0,5029,642,0,0,169,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
16413345,7127924,15,0,21,0,0,46225,6589,0,0,765,221,0,0,0,1,1,1,1,0,1,0,1,0,17,250,0,3,1,3,1,0,1,7,2994,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,40,11,8,1,21,103,87,0,399,589
1150441,2408388,15,0,24,0,0,19880,2895,0,0,218,49,0,0,0,1,1,0,0,0,0,0,0,0,12,63,0,4,0,0,0,0,0,21,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
7738924,4066128,9,0,17,0,0,26027,4177,0,0,505,156,0,0,0,1,1,0,1,0,1,0,1,0,64,454,0,12,2,4,9,0,2,29,848,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,51,3,12,0,3,14,7,0,8,29
11545502,4496,14,0,22,0,0,16,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,63,12,13,1,2,48,48,0,351,447
3424916,2831284,8,0,20,0,0,21041,2258,0,0,249,87,0,0,0,1,1,0,1,0,1,0,1,0,12,28,0,0,0,0,0,0,0,4,126,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,6,4,0,0,34,0,0,0,34
23240869,7885904,15,0,19,0,0,53252,8875,0,0,776,212,0,0,0,1,1,0,1,0,1,0,1,0,53,774,0,21,4,4,1,0,0,33,2333,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,124,3,4,0,4,56,37,9,964,1066
995778,406000,3,0,0,0,0,2665,240,0,0,72,22,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,6,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0
1672029,493492,7,0,0,0,0,2130,297,0,0,83,0,0,0,0,0,0,0,1,0,0,0,0,0,17,10,0,2,0,0,0,0,0,4,802,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,8,1,0,154,149,150,0,453
4834899,4266332,10,0,19,0,0,23182,3625,0,0,174,41,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,2,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,4,4,1,4,13
32864531,4842968,16,0,23,0,0,150,5,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,762,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,15,5,4,1,2,70,63,1,74,208
17609231,4740912,15,0,23,0,0,28128,4260,0,0,222,117,0,0,0,1,0,0,0,0,0,0,1,0,20,81,0,3,1,0,1,0,2,15,912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,4,3,3,0,77,72,2,74,225
1327579,1803032,4,0,15,0,0,9181,1146,0,0,357,67,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2
3105451,1269496,16,0,0,0,0,8456,1145,0,0,189,27,0,0,0,1,1,0,1,0,1,0,1,0,15,20,0,3,3,0,1,0,1,1,427,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,0,0,86,86,0,110,282
3796829,633584,7,0,11,0,0,3234,533,0,0,26,0,0,0,0,1,0,0,0,0,0,0,1,0,5,15,0,6,2,0,0,0,0,1,631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,111,180,97,1,389
33296077,5889452,16,0,23,0,0,44614,7660,0,0,283,113,0,0,0,1,1,1,1,0,1,0,1,0,36,149,0,19,6,1,1,0,1,12,2278,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,26,41,20,5,71,273,303,0,291,867
20359806,1205776,16,0,21,0,0,8425,1377,0,0,62,56,0,0,0,1,0,0,0,0,1,0,1,0,1,17,0,2,1,0,1,0,0,3,436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,64,64,0,64,192
3358640,3191720,8,0,22,0,0,18055,3383,0,0,266,123,0,0,0,1,1,1,0,0,0,0,0,0,2,50,0,2,1,1,0,0,0,2,880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,29,3,2,0,0,76,65,9,168,318
17796208,8125952,16,0,23,0,0,53566,9448,0,0,503,147,1,0,0,1,0,1,0,0,1,0,1,0,24,251,0,6,5,0,7,0,8,16,2900,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,66,4,5,1,1,312,312,7,313,944
19912192,5527044,15,0,23,0,0,96,5,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,87,13,8,0,3,105,43,0,70,218
6653959,4672084,21,0,23,0,0,26392,4202,0,0,157,113,0,0,0,1,1,1,0,0,0,0,0,0,8,29,0,3,1,0,1,0,2,7,619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,0,1,70,69,2,69,210
10740753,6109696,16,0,21,0,0,40987,6905,0,0,647,89,0,0,0,1,0,1,0,0,0,0,1,0,14,97,0,4,6,2,3,0,11,9,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,27,6,4,2,0,296,336,28,343,1003
29193037,8183488,15,0,22,0,0,52083,7728,0,0,811,173,0,0,0,1,1,1,1,0,1,0,1,0,16,80,0,19,1,0,2,0,0,10,2400,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,139,9,13,3,3,65,65,2,638,770
3564573,529096,3,0,8,0,0,2186,414,0,0,41,2,0,0,0,1,1,0,1,0,1,0,0,0,4,10,0,4,0,0,0,0,2,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
60159342,9825228,14,0,22,0,0,214,5,0,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2989,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,393,22,12,11,9,88,52,2,1140,1282
2890481,2098556,3,0,0,0,0,12149,1633,0,0,129,76,1,0,0,1,1,0,0,0,1,0,0,0,59,86,0,32,11,1,2,0,5,8,853,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,88,1,1,0,0,139,120,115,0,374
7633706,1855696,18,0,20,0,0,10753,1637,0,0,134,13,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,260,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,1,0,0,57,57,0,57,171
10149420,4405364,14,0,22,0,0,29237,4142,0,0,321,158,0,0,0,1,1,0,0,0,1,0,0,0,3,32,0,2,1,0,1,0,1,6,237,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,7,3,3,0,0,0,0,0,0,0
5836101,4375360,8,0,0,0,0,20111,2961,0,0,467,71,1,0,0,1,1,0,1,0,1,0,1,0,69,110,0,5,3,1,0,0,2,7,1084,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,35,6,4,1,0,392,1,1,0,394
345880,349392,7,0,14,0,0,1974,438,0,0,37,0,0,0,0,1,1,0,0,0,0,0,1,0,10,8,0,2,2,3,0,0,0,3,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,1,0,13,17,1,0,31
26423417,8939148,14,0,22,0,0,53060,8148,0,0,1031,219,0,0,0,1,1,0,1,0,1,0,1,0,29,1096,0,8,10,1,1,0,1,38,6752,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,270,35,24,10,7,740,646,0,1569,2955
3265243,4871080,8,0,19,0,0,25829,3110,0,0,512,90,0,0,0,1,1,0,1,0,1,0,1,0,8,51,0,19,1,0,0,0,2,6,500,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,25,10,8,0,0,10,2,2,156,170
3611433,2686460,14,0,24,0,0,19914,2804,0,0,248,140,0,0,0,1,1,1,1,0,1,0,1,0,21,44,0,13,1,1,1,0,1,6,664,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,3,1,1,0,3,41,41,0,112,194
